Names,Category,Sub Category,Rank,Technology
udplite,networking,ip-protocol,1,network-protocol
ultrahook,general-internet,internet-utility,3,client-server
ultrasurf,networking,proxy,4,client-server
ultraviewer,saas,remote-access,1,client-server
umas-base,business-systems,ics-protocols,1,network-protocol
umas-init-comm,business-systems,ics-protocols,1,network-protocol
umas-plc-reservation-take,business-systems,ics-protocols,1,network-protocol
umas-plc-reservation-release,business-systems,ics-protocols,1,network-protocol
umas-memory-block-read,business-systems,ics-protocols,1,network-protocol
umas-memory-block-write,business-systems,ics-protocols,1,network-protocol
umas-variables-read,business-systems,ics-protocols,1,network-protocol
umas-variables-write,business-systems,ics-protocols,1,network-protocol
umas-coils-registers-read,business-systems,ics-protocols,1,network-protocol
umas-coils-registers-write,business-systems,ics-protocols,1,network-protocol
umas-initialize-upload,business-systems,ics-protocols,1,network-protocol
umas-upload-block,business-systems,ics-protocols,1,network-protocol
umas-initialize-download,business-systems,ics-protocols,1,network-protocol
umas-download-block,business-systems,ics-protocols,1,network-protocol
umas-sd-backup-make,business-systems,ics-protocols,1,network-protocol
umas-sd-backup-restore,business-systems,ics-protocols,1,network-protocol
umas-sd-backup-remove,business-systems,ics-protocols,1,network-protocol
umas-plc-start,business-systems,ics-protocols,1,network-protocol
umas-plc-stop,business-systems,ics-protocols,1,network-protocol
umas-repeat-request,business-systems,ics-protocols,1,network-protocol
umas-monitor-bits-read,business-systems,ics-protocols,1,network-protocol
umas-monitor-bits-write,business-systems,ics-protocols,1,network-protocol
umas-monitor-words-read,business-systems,ics-protocols,1,network-protocol
umas-monitor-words-write,business-systems,ics-protocols,1,network-protocol
umas-io-object-write,business-systems,ics-protocols,1,network-protocol
umas-read-id,business-systems,ics-protocols,1,network-protocol
unassigned-ip-prot,networking,ip-protocol,1,network-protocol
uniflow,general-internet,internet-utility,1,client-server
union-procedure-call,general-internet,internet-utility,2,client-server
unistim,collaboration,voip-video,2,client-server
unisys-stealth,general-internet,internet-utility,1,client-server
unitrends,business-systems,storage-backup,2,client-server
universal-data-mover,business-systems,management,1,client-server
unreal,media,gaming,1,client-server
unyte,networking,remote-access,3,client-server
uploading,general-internet,file-sharing,4,browser-based
uploadmachine,general-internet,file-sharing,1,browser-based
uploadmirrors,saas,file-sharing,1,browser-based
upnp,networking,infrastructure,2,peer-to-peer
usejump,general-internet,internet-utility,4,browser-based
usermin,business-systems,management,4,browser-based
userplane,collaboration,instant-messaging,3,browser-based
ustream,media,photo-video,3,browser-based
uti,networking,ip-protocol,1,network-protocol
uucp,business-systems,storage-backup,2,client-server
uusee,media,photo-video,4,peer-to-peer
vagaa,general-internet,file-sharing,4,peer-to-peer
vagrant,saas,software-development,2,client-server
vakaka,media,photo-video,3,peer-to-peer
vbulletin-posting,collaboration,web-posting,3,browser-based
veeam,business-systems,management,1,client-server
veeam-agent-windows,business-systems,management,1,client-server
veeam-cloud-connect,business-systems,management,1,client-server
veetle,media,photo-video,4,browser-based
velpic,saas,photo-video,1,browser-based
ventrilo,collaboration,voip-video,1,peer-to-peer
veohtv,media,photo-video,3,browser-based
verizon-network-extender,networking,infrastructure,1,client-server
verizon-wsync,collaboration,email,2,client-server
vertica,saas,database,1,client-server
vevo,media,photo-video,3,browser-based
via3,saas,internet-conferencing,2,client-server
viadeo,collaboration,social-networking,3,browser-based
viber-base,saas,voip-video,1,client-server
viber-voice,saas,voip-video,1,client-server
viber-uploading,saas,voip-video,2,client-server
viber-downloading,saas,voip-video,2,client-server
viddy,media,photo-video,3,client-server
vidsoft,collaboration,voip-video,2,client-server
vidyo,saas,internet-conferencing,1,client-server
vimeo-uploading,media,photo-video,3,browser-based
vimeo-base,media,photo-video,4,browser-based
vine-base,collaboration,social-networking,1,client-server
vine-posting,collaboration,social-networking,2,client-server
vines,networking,ip-protocol,1,network-protocol
vipnet-vpn,networking,encrypted-tunnel,2,client-server
virustotal-base,general-internet,internet-utility,2,browser-based
virustotal-web-uploading,general-internet,internet-utility,3,browser-based
virustotal-api-uploading,general-internet,internet-utility,3,client-server
visa,networking,ip-protocol,1,network-protocol
visme-base,saas,design,2,browser-based
visme-uploading,saas,design,2,browser-based
vkontakte-chat,collaboration,instant-messaging,3,browser-based
vkontakte-base,collaboration,social-networking,4,browser-based
vkontakte-mail,saas,email,4,browser-based
vmtp,networking,ip-protocol,1,network-protocol
vmware,business-systems,management,2,client-server
vmware-blast-extreme,networking,remote-access,1,network-protocol
vmware-carbon-black,business-systems,management,1,client-server
vmware-update,business-systems,software-update,3,client-server
vmware-view,networking,remote-access,2,client-server
vmware-vmotion,networking,infrastructure,1,client-server
vmware-vsphere-web-client,business-systems,management,1,browser-based
vnc-chat,collaboration,instant-messaging,1,client-server
vnc-clipboard,networking,remote-access,2,client-server
vnc-encrypted,networking,remote-access,2,client-server
vnc-print,networking,remote-access,2,client-server
vnc-filetransfer,networking,remote-access,3,client-server
vnc-base,networking,remote-access,5,client-server
vnc-http,networking,remote-access,5,browser-based
vnn,networking,encrypted-tunnel,4,peer-to-peer
vocera-badge,business-systems,medical,1,client-server
voddler,media,photo-video,1,peer-to-peer
vpnmaster,networking,encrypted-tunnel,1,client-server
vqp,networking,ip-protocol,1,client-server
vrrp,networking,ip-protocol,1,network-protocol
vsee,collaboration,voip-video,4,network-protocol
vtun,networking,encrypted-tunnel,4,client-server
vtunnel,networking,proxy,4,browser-based
vudu,media,photo-video,2,client-server
vxlan,networking,infrastructure,1,network-protocol
vyew,saas,internet-conferencing,4,browser-based
vyprvpn,networking,encrypted-tunnel,1,client-server
vzochat,collaboration,internet-conferencing,1,client-server
wallcooler-vpn,networking,encrypted-tunnel,3,client-server
war-rock,media,gaming,3,client-server
war2glory,media,gaming,1,browser-based
warcraft,media,gaming,2,client-server
warez-p2p,general-internet,file-sharing,5,peer-to-peer
wargaming.net,media,gaming,1,client-server
wasabi,saas,file-sharing,2,browser-based
watch-abc,media,photo-video,3,browser-based
watchdox-base,saas,file-sharing,1,browser-based
watchdox-editing,saas,file-sharing,1,browser-based
watchdox-sharing,saas,file-sharing,1,browser-based
watchdox-downloading,saas,file-sharing,2,browser-based
watchdox-uploading,saas,file-sharing,2,browser-based
waze,general-internet,internet-utility,1,client-server
wazuh-agent,business-systems,general-business,1,client-server
wb-expak,networking,ip-protocol,1,network-protocol
wb-mon,networking,ip-protocol,1,network-protocol
wccp,networking,ip-protocol,3,network-protocol
we-dancing-online,media,gaming,1,client-server
weather-desktop,general-internet,internet-utility,2,browser-based
web-browsing,general-internet,internet-utility,4,browser-based
web-crawler,general-internet,internet-utility,4,browser-based
web-de-mail,saas,email,4,browser-based
webaim,collaboration,instant-messaging,4,browser-based
webalo,saas,software-development,2,browser-based
webconnect,business-systems,general-business,3,client-server
webdav,general-internet,file-sharing,5,browser-based
webex-chat,collaboration,instant-messaging,2,client-server
webex-whiteboard,collaboration,internet-conferencing,2,client-server
webex-uploading,saas,file-sharing,2,browser-based
webex-downloading,saas,file-sharing,2,browser-based
webex-file-sharing,saas,file-sharing,3,client-server
webex-desktop-sharing,saas,internet-conferencing,3,client-server
webex-base,saas,internet-conferencing,3,client-server
webex-connect,saas,instant-messaging,1,client-server
webex-weboffice,business-systems,office-programs,3,browser-based
webhard,saas,file-sharing,4,browser-based
webhr,saas,management,2,browser-based
webmine,general-internet,internet-utility,5,browser-based
webot,networking,remote-access,4,client-server
webqq,collaboration,instant-messaging,4,browser-based
webrdp,networking,remote-access,3,client-server
webroot-secureanywhere,business-systems,management,2,client-server
websense,business-systems,software-update,1,client-server
webshots,collaboration,social-networking,3,browser-based
websocket,general-internet,internet-utility,3,browser-based
wechat-base,collaboration,instant-messaging,2,client-server
wechat-audio-video,collaboration,voip-video,1,client-server
wechat-file-transfer,general-internet,file-sharing,3,client-server
wechat-video,collaboration,voip-video,1,peer-to-peer
weekdone,saas,management,1,browser-based
weiyun-uploading,general-internet,file-sharing,2,client-server
weiyun-downloading,general-internet,file-sharing,2,client-server
weiyun-base,saas,file-sharing,2,client-server
weiyun-file-transfer,saas,file-sharing,1,client-server
welch-allyn-device-discovery,business-systems,medical,1,client-server
welch-allyn-vsm,business-systems,medical,1,client-server
wesp,networking,ip-protocol,1,network-protocol
westcom-nc,business-systems,medical,1,network-protocol
wetpaint-editing,collaboration,web-posting,3,browser-based
wetransfer-uploading,general-internet,file-sharing,3,browser-based
wetransfer-downloading,general-internet,file-sharing,3,browser-based
wetransfer-base,saas,file-sharing,3,browser-based
whatsapp-web,collaboration,instant-messaging,2,browser-based
whatsapp-base,collaboration,instant-messaging,1,client-server
whatsapp-voice,collaboration,voip-video,1,client-server
whatsapp-file-transfer,general-internet,file-sharing,3,client-server
wheniwork,saas,management,2,browser-based
whereby,collaboration,internet-conferencing,1,browser-based
whisper,collaboration,social-networking,1,browser-based
whois,general-internet,internet-utility,1,client-server
wickr,collaboration,social-networking,5,client-server
wiiconnect24,media,gaming,2,client-server
wikidot-editing,collaboration,web-posting,3,browser-based
wikispaces-editing,collaboration,web-posting,3,browser-based
wildmetrix,business-systems,management,1,client-server
winamax,media,gaming,3,client-server
winamp-remote,media,audio-streaming,1,browser-based
winbox,general-internet,internet-utility,1,client-server
windows-azure-uploading,business-systems,general-business,2,browser-based
azure-log-analytics,business-systems,general-business,2,browser-based
windows-azure-service-updates,business-systems,general-business,1,client-server
windows-azure-base,saas,general-business,1,browser-based
